crsyr1,origin_loc,cross_loc,us_loc
1995,Jalisco,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1983,Jalisco,"Nogales, Sonora",
1965,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Jalisco,"Tijuana, Baja California del Norte",
1965,Jalisco,"López, Chihuahua","El Paso, TX "
1986,Jalisco,"Tijuana, Baja California del Norte",
2001,,"Nogales, Sonora","Orange County, CA "
1972,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1971,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Jalisco,"Matamoros, Tamaulipas","Atlanta, GA "
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA "
2005,Jalisco,"Juárez, Chihuahua","Washington, DC-MD-VA-WV "
2000,Jalisco,"Tijuana, Baja California del Norte",
1978,Jalisco,"Tijuana, Baja California del Norte",
1987,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1972,"Iztapalapa, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Jalisco,"Mexicali, Baja California del Norte","Chicago, IL "
1999,Jalisco,"Agua Prieta, Sonora",
1994,Jalisco,"Nogales, Sonora","Phoenix-Mesa, AZ "
1990,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1994,Jalisco,"Mexicali, Baja California del Norte","Atlanta, GA "
1978,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA "
2003,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2001,Jalisco,"Tijuana, Baja California del Norte",
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Jalisco,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,"Iztapalapa, Distrito Federal","Tijuana, Baja California del Norte","San Francisco, CA "
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1979,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1969,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Jalisco,"Tijuana, Baja California del Norte",
1979,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1968,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1962,Jalisco,"Tijuana, Baja California del Norte","Sacramento, CA "
1978,Jalisco,"Tijuana, Baja California del Norte","Miami, FL "
2000,Jalisco,"Juárez, Chihuahua",
1989,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA "
1972,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA "
2009,Jalisco,"Juárez, Chihuahua",
1963,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA "
1989,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1994,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1950,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Jalisco,"Tijuana, Baja California del Norte",
1979,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1966,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA "
2003,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1997,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,Jalisco,"Tijuana, Baja California del Norte",
2003,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2010,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2013,Jalisco,"Tijuana, Baja California del Norte",
1998,"Acatic, Jalisco","Tijuana, Baja California del Norte","Nashville, TN "
1982,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2002,Jalisco,"Piedras Negras, Coahuila de Zaragoza","San Antonio, TX "
1963,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1986,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
2000,Jalisco,"Tijuana, Baja California del Norte",
2006,Jalisco,"Tijuana, Baja California del Norte",
2007,Jalisco,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1953,Jalisco,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1999,Jalisco,"Juárez, Chihuahua",
1991,"Tecate, Baja California del Norte","Tecate, Baja California del Norte","Los Angeles-Long Beach, CA "
1999,Jalisco,"Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
2002,Jalisco,"Tijuana, Baja California del Norte",
1994,Jalisco,"Tijuana, Baja California del Norte","Ventura, CA "
1974,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Jalisco,"Tijuana, Baja California del Norte","Reno, NV "
2001,"Monterrey, Nuevo León","Tijuana, Baja California del Norte",
1992,Jalisco,"Tijuana, Baja California del Norte",
1977,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1995,Jalisco,"Nogales, Sonora",
2004,"Mazatlán, Sinaloa","Tijuana, Baja California del Norte",
2003,Jalisco,"Tijuana, Baja California del Norte",
1992,Jalisco,"Agua Prieta, Sonora","Dallas, TX "
1969,"San Luis Potosí, San Luis Potosí","Tijuana, Baja California del Norte","Modesto, CA "
1989,Distrito Federal,"Tijuana, Baja California del Norte",
1971,Puebla,"Tijuana, Baja California del Norte","Fresno, CA "
1985,Puebla,"Piedras Negras, Coahuila de Zaragoza","New York, NY "
1972,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1993,", Puebla","Tijuana, Baja California del Norte","New York, NY "
2004,Puebla,"Monterrey, Nuevo León",
1972,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1983,Puebla,"Agua Prieta, Sonora","Orlando, FL "
1974,Distrito Federal,"Tijuana, Baja California del Norte","Salinas, CA "
1989,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1979,", Puebla","Tijuana, Baja California del Norte","Salinas, CA "
1973,México,"Tijuana, Baja California del Norte","New York, NY "
1994,Distrito Federal,"Altar, Sonora",
1991,Puebla,"Nogales, Sonora",
1972,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1990,Puebla,"Tijuana, Baja California del Norte",
1973,", México","Nuevo Laredo, Tamaulipas","Houston, TX "
1977,Puebla,"Tijuana, Baja California del Norte",
1971,Puebla,"Mexicali, Baja California del Norte","New York, NY "
2005,Puebla,"Altar, Sonora",
1972,"Cuautla, Morelos","Mexicali, Baja California del Norte","Bergen-Passaic, NJ "
1979,Distrito Federal,"Tijuana, Baja California del Norte","New York, NY "
1981,Puebla,"Nuevo Laredo, Tamaulipas","Houston, TX "
1990,Puebla,"Tijuana, Baja California del Norte",
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1973,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1990,Puebla,"Nogales, Sonora","New York, NY "
1978,Puebla,"Nuevo Laredo, Tamaulipas","Houston, TX "
1998,Puebla,"Nogales, Sonora",
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1958,Puebla,"Nogales, Sonora",
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,Puebla,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2000,Puebla,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1988,Puebla,"Tijuana, Baja California del Norte",
1987,Puebla,"Tijuana, Baja California del Norte",
1997,Puebla,"Piedras Negras, Coahuila de Zaragoza","Rochester, NY "
1976,Puebla,"Nogales, Sonora","Houston, TX "
1978,Puebla,"Nogales, Sonora","New York, NY "
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1992,Distrito Federal,"Nogales, Sonora","Chicago, IL "
1973,", México","Tijuana, Baja California del Norte","New York, NY "
1971,"Albino Zertuche, Puebla","Tijuana, Baja California del Norte","New York, NY "
1999,Puebla,"Nogales, Sonora",
1964,Puebla,"Tijuana, Baja California del Norte","Houston, TX "
1972,", México","Tijuana, Baja California del Norte","New York, NY "
1992,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1997,Puebla,"Agua Prieta, Sonora","New York, NY "
2008,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1995,Puebla,"Nogales, Sonora","New York, NY "
1969,Puebla,"Tijuana, Baja California del Norte","Bergen-Passaic, NJ "
2005,Puebla,"Nuevo Laredo, Tamaulipas","Bergen-Passaic, NJ "
1985,", México","Tijuana, Baja California del Norte","New York, NY "
1990,Puebla,"Tecate, Baja California del Norte","New York, NY "
1999,Puebla,"Agua Prieta, Sonora","New York, NY "
1989,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1986,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1994,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1990,Puebla,"Nuevo Laredo, Tamaulipas","New York, NY "
1993,Puebla,"Nogales, Sonora","New York, NY "
1998,Puebla,"Nogales, Sonora","New York, NY "
1983,", México","Nuevo Laredo, Tamaulipas","New York, NY "
1986,Puebla,"Piedras Negras, Coahuila de Zaragoza","Bergen-Passaic, NJ "
1984,"Ecatepec de Morelos, México","Nuevo Laredo, Tamaulipas","Bergen-Passaic, NJ "
1969,"Ecatepec de Morelos, México","Tijuana, Baja California del Norte","Bergen-Passaic, NJ "
1970,", Puebla","Nuevo Laredo, Tamaulipas","New York, NY "
1989,", Puebla","Tijuana, Baja California del Norte","Bergen-Passaic, NJ "
1997,", Puebla","Tecate, Baja California del Norte","Bergen-Passaic, NJ "
1986,"Coyoacán, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,", México","Tijuana, Baja California del Norte","New York, NY "
1984,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1997,Puebla,"Mexicali, Baja California del Norte","New York, NY "
1976,Puebla,"Mexicali, Baja California del Norte","New York, NY "
1982,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1968,Distrito Federal,"Tijuana, Baja California del Norte","New York, NY "
1990,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1980,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1974,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2003,Puebla,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1978,Veracruz,"Tijuana, Baja California del Norte","New York, NY "
1978,Puebla,"Tijuana, Baja California del Norte",
1987,Morelos,"Tijuana, Baja California del Norte",
1986,Puebla,"Nogales, Sonora","New York, NY "
1983,Puebla,"Piedras Negras, Coahuila de Zaragoza","Riverside-San Bernardino, CA "
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1970,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1978,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2003,Puebla,"Agua Prieta, Sonora","New York, NY "
1979,Puebla,"Mexicali, Baja California del Norte","New York, NY "
1979,Puebla,"Nogales, Sonora","New York, NY "
1999,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2006,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1984,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1989,Puebla,"Tecate, Baja California del Norte","New York, NY "
1993,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1986,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1989,", Puebla","Tijuana, Baja California del Norte","New York, NY "
1989,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1984,Puebla,"Nogales, Sonora","New York, NY "
1985,Puebla,"Tijuana, Baja California del Norte",
2005,Puebla,"Tijuana, Baja California del Norte",
1970,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1971,Puebla,"Juárez, Chihuahua","New York, NY "
1991,Puebla,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1991,", Puebla","Tijuana, Baja California del Norte","New York, NY "
1994,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Puebla,"Nogales, Sonora","New York, NY "
2002,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1991,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1984,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1974,"Iztacalco, Distrito Federal","Tijuana, Baja California del Norte","New York, NY "
1995,Puebla,"Tecate, Baja California del Norte","New York, NY "
1992,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1977,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1986,Puebla,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1994,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1991,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY "
1986,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1989,"Tlalpan, Distrito Federal","Tijuana, Baja California del Norte","New York, NY "
1978,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1987,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY "
1991,"Gustavo A. Madero, Distrito Federal","Juárez, Chihuahua","New York, NY "
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2001,", Puebla","Tijuana, Baja California del Norte","New York, NY "
1971,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2008,Puebla,"Reynosa, Tamaulipas","New York, NY "
1983,Puebla,"Nuevo Laredo, Tamaulipas","New York, NY "
1973,Jalisco,"Tijuana, Baja California del Norte",
1988,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1997,Jalisco,"Reynosa, Tamaulipas",
1972,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
2000,,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1990,Jalisco,"Tijuana, Baja California del Norte",
1967,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
2001,,"Tijuana, Baja California del Norte","Modesto, CA "
1964,Jalisco,"Mexicali, Baja California del Norte","Chicago, IL "
1972,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1995,Jalisco,"Nogales, Sonora",
1985,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1988,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1999,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Jalisco,"Tijuana, Baja California del Norte",
1996,Jalisco,"Juárez, Chihuahua",
1974,Jalisco,"Tijuana, Baja California del Norte","Merced, CA "
1995,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1969,Jalisco,"Tijuana, Baja California del Norte",
1972,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1976,Jalisco,"Tijuana, Baja California del Norte","Merced, CA "
1970,Jalisco,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1990,Jalisco,"Tijuana, Baja California del Norte",
1972,Jalisco,", Coahuila de Zaragoza","Dallas, TX "
1979,"Comondu, Baja California del Sur","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Jalisco,"Tijuana, Baja California del Norte",
1970,Jalisco,"Nuevo Laredo, Tamaulipas",
1982,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1997,Jalisco,"Tijuana, Baja California del Norte","Merced, CA "
1973,Jalisco,"Tijuana, Baja California del Norte","Merced, CA "
1974,Jalisco,"Tijuana, Baja California del Norte",
2004,Jalisco,"Juárez, Chihuahua",
2010,Jalisco,"Nogales, Sonora",
1987,Jalisco,"Tijuana, Baja California del Norte",
1991,Jalisco,"Tijuana, Baja California del Norte",
1988,Jalisco,"Tijuana, Baja California del Norte","Sacramento, CA "
1977,Jalisco,"Tijuana, Baja California del Norte",
1974,Jalisco,"Tijuana, Baja California del Norte",
2007,Jalisco,"Nuevo Laredo, Tamaulipas","Dallas, TX "
2004,Jalisco,"Juárez, Chihuahua","Merced, CA "
1994,Jalisco,"Mexicali, Baja California del Norte","San Jose, CA "
1998,Jalisco,"Matamoros, Tamaulipas",
1960,Jalisco,"Miguel Alemán, Tamaulipas","Houston, TX "
1972,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Jalisco,"Tijuana, Baja California del Norte","Visalia-Tulare-Porterville, CA "
1998,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA "
1995,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2001,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1971,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
2008,Jalisco,"Nuevo Laredo, Tamaulipas","Orange County, CA "
2007,Jalisco,"Matamoros, Tamaulipas","Chicago, IL "
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA "
1996,Jalisco,"Agua Prieta, Sonora",
2007,Zacatecas,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1960,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte",
2003,Zacatecas,"Nuevo Laredo, Tamaulipas","Lexington, KY "
1968,Zacatecas,"Tijuana, Baja California del Norte",
1983,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1981,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Zacatecas,"Tijuana, Baja California del Norte","San Jose, CA "
1976,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2004,Zacatecas,"Tijuana, Baja California del Norte","San Francisco, CA "
1995,Zacatecas,"Tijuana, Baja California del Norte",
1994,Zacatecas,"Tijuana, Baja California del Norte",
1976,Zacatecas,"Nuevo Laredo, Tamaulipas",
1971,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1992,Zacatecas,"Tijuana, Baja California del Norte","San Jose, CA "
1963,Zacatecas,"Tijuana, Baja California del Norte",
1993,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2002,Zacatecas,"Tecate, Baja California del Norte","Riverside-San Bernardino, CA "
1994,Zacatecas,"San Luis Río Colorado, Sonora",
1976,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA "
2004,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2008,Zacatecas,"Tijuana, Baja California del Norte","Dallas, TX "
2000,Jalisco,"Tijuana, Baja California del Norte","Denver, CO "
2002,Jalisco,"Tijuana, Baja California del Norte","Atlanta, GA "
2003,Jalisco,"San Luis Río Colorado, Sonora",
1974,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1965,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Jalisco,"Juárez, Chihuahua",
1981,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1970,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1993,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1977,Jalisco,"Nogales, Sonora","Phoenix-Mesa, AZ "
1991,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1996,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,Jalisco,"Tijuana, Baja California del Norte",
1989,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1996,Jalisco,"Tijuana, Baja California del Norte","Memphis, TN-AR-MS "
1989,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
2005,Jalisco,"Tijuana, Baja California del Norte","Tampa-St. Petersburg-Clearwater, FL "
1949,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1996,Jalisco,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
2000,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA "
1989,Jalisco,"Tijuana, Baja California del Norte",
1986,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1995,Jalisco,"Reynosa, Tamaulipas","Ventura, CA "
1974,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Jalisco,"Nuevo Laredo, Tamaulipas","Riverside-San Bernardino, CA "
1994,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,México,"Agua Prieta, Sonora","Los Angeles-Long Beach, CA "
1999,México,"San Luis Río Colorado, Sonora",
2007,México,"Nogales, Sonora","Macon, GA "
2006,México,"Altar, Sonora","Denver, CO "
1986,México,"San Luis Río Colorado, Sonora",
1990,México,"Nogales, Sonora",
1988,México,"Tijuana, Baja California del Norte","Sacramento, CA "
1987,México,"Piedras Negras, Coahuila de Zaragoza",
1988,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,México,"Piedras Negras, Coahuila de Zaragoza","Sacramento, CA "
1993,México,"Agua Prieta, Sonora","Atlanta, GA "
1995,México,"San Luis Río Colorado, Sonora",
1988,"Ciudad de México, Distrito Federal","San Luis Río Colorado, Sonora","Phoenix-Mesa, AZ "
1991,México,"Tijuana, Baja California del Norte","Sacramento, CA "
2005,México,"Tijuana, Baja California del Norte","Sacramento, CA "
2002,"Coyoacán, Distrito Federal","Agua Prieta, Sonora","Olympia, WA "
2002,México,"Piedras Negras, Coahuila de Zaragoza",
1990,México,"Agua Prieta, Sonora","Orange County, CA "
1998,México,"Tecate, Baja California del Norte","Orange County, CA "
2008,"Cuautitlán, México","San Luis Río Colorado, Sonora",
1998,México,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,", México","Agua Prieta, Sonora","Los Angeles-Long Beach, CA "
1983,México,"Nogales, Sonora","Orange County, CA "
1977,México,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA "
1975,"Azcapotzalco, Distrito Federal",", Coahuila de Zaragoza","Dallas, TX "
2007,México,"Tijuana, Baja California del Norte","Santa Rosa, CA "
2005,México,"Tijuana, Baja California del Norte",
1998,México,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
1987,México,"Tijuana, Baja California del Norte","San Diego, CA "
1997,", México","Tijuana, Baja California del Norte","Phoenix-Mesa, AZ "
2004,México,"Piedras Negras, Coahuila de Zaragoza","Sacramento, CA "
1993,México,"Tijuana, Baja California del Norte","San Diego, CA "
2009,México,"San Luis Río Colorado, Sonora","Visalia-Tulare-Porterville, CA "
1999,México,"Nogales, Sonora","Portland-Vancouver, OR-WA "
2000,México,"Tijuana, Baja California del Norte","Oakland, CA "
2007,México,"Agua Prieta, Sonora",
2004,México,"Tijuana, Baja California del Norte","Chicago, IL "
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1981,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,México,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2007,Puebla,"Altar, Sonora",
1985,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2005,Puebla,"Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
2004,Puebla,"Tijuana, Baja California del Norte",
1979,"Ensenada, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Hidalgo,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1971,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,"Ciudad de México, Distrito Federal","General Plutarco Elías Calles, Sonora","Los Angeles-Long Beach, CA "
1983,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2004,"Milpa Alta, Distrito Federal","Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
1980,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Puebla,"Tijuana, Baja California del Norte","New York, NY "
1976,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2007,Puebla,"Nogales, Sonora","New York, NY "
1986,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Puebla,"Tijuana, Baja California del Norte","New York, NY "
2005,Puebla,"Tijuana, Baja California del Norte",
1989,"Ahuatlán, Puebla","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,", México","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
2000,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Distrito Federal,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
